Phage,Host,Time,N,OD600,sd,se,ci
Cocktail,APO57,6.98777777777778,2,0.5105,0.01626345596729061,0.01150000000000001,0.1461213544660091
Cocktail,APO57,7.23777777777778,2,0.508,0.01555634918610406,0.01100000000000001,0.13976825209792174
Cocktail,APO57,7.48777777777778,2,0.5065,0.01626345596729061,0.01150000000000001,0.1461213544660091
Cocktail,APO57,7.73777777777778,2,0.503,0.014142135623730963,0.010000000000000009,0.12706204736174703
Cocktail,APO57,7.98777777777778,2,0.5005,0.014849242404917511,0.01050000000000001,0.1334151497298344
Cocktail,APO57,8.23777777777778,2,0.4985,0.013435028842544414,0.009500000000000007,0.12070894499365967
Cocktail,APO57,8.48777777777778,2,0.4965,0.013435028842544414,0.009500000000000007,0.12070894499365967
Cocktail,APO57,8.73777777777778,2,0.4935,0.014849242404917511,0.01050000000000001,0.1334151497298344
Cocktail,APO57,8.98777777777778,2,0.491,0.014142135623730963,0.010000000000000009,0.12706204736174703
Cocktail,APO57,9.23777777777778,2,0.489,0.014142135623730963,0.010000000000000009,0.12706204736174703
Cocktail,APO57,9.48777777777778,2,0.4865,0.014849242404917511,0.01050000000000001,0.1334151497298344
Cocktail,APO57,9.73777777777778,2,0.485,0.014142135623730963,0.010000000000000009,0.12706204736174703
Cocktail,APO57,9.98777777777778,2,0.4825,0.013435028842544414,0.009500000000000007,0.12070894499365967
Cocktail,APO57,10.2377777777778,2,0.48,0.012727922061357866,0.009000000000000006,0.11435584262557232
Cocktail,APO57,10.4877777777778,2,0.477,0.01131370849898477,0.008000000000000007,0.10164963788939763
Cocktail,APO57,10.7377777777778,2,0.47550000000000003,0.010606601717798184,0.007499999999999979,0.09529653552130993
Cocktail,APO57,10.9877777777778,2,0.47250000000000003,0.009192388155425087,0.006499999999999978,0.08259033078513522
Cocktail,APO57,11.2377777777778,2,0.46950000000000003,0.007778174593051991,0.005499999999999977,0.06988412604896052
