Phage,Host,Time,N,OD600,sd,se,ci
øEnA02,CPO093,5.23777777777778,4,0.93775,0.10066238953386049,0.050331194766930244,0.16017632482653185
øEnA02,CPO093,5.48777777777778,4,0.9490000000000001,0.09838021481307445,0.049190107406537224,0.15654487557244315
øEnA02,CPO093,5.73777777777778,4,0.95975,0.09673804835740694,0.04836902417870347,0.1539318222876932
øEnA02,CPO093,5.98777777777778,4,0.9704999999999999,0.09448280266799879,0.04724140133399939,0.1503432231318112
øEnA02,CPO093,6.23777777777778,4,0.982,0.09259589623736035,0.046297948118680175,0.14734073393251051
øEnA02,CPO093,6.48777777777778,4,0.993,0.0910128196098403,0.04550640980492015,0.1448217057503944
øEnA02,CPO093,6.73777777777778,4,1.0037500000000001,0.08773587255697261,0.04386793627848631,0.13960735172988986
øEnA02,CPO093,6.98777777777778,4,1.01575,0.08453943852821987,0.04226971926410993,0.13452111189744623
øEnA02,CPO093,7.23777777777778,4,1.02525,0.08210308560990058,0.04105154280495029,0.13064433072581003
øEnA02,CPO093,7.48777777777778,4,1.03475,0.08075219295267883,0.04037609647633941,0.1284947590529049
øEnA02,CPO093,7.73777777777778,4,1.043,0.0790485083139882,0.0395242541569941,0.1257838166110201
øEnA02,CPO093,7.98777777777778,4,1.0534999999999999,0.07620367445208923,0.03810183722604461,0.12125705110454692
øEnA02,CPO093,8.23777777777778,4,1.06275,0.07299486283294189,0.036497431416470945,0.11615111576369348
øEnA02,CPO093,8.48777777777778,4,1.071,0.06954614774857532,0.03477307387428766,0.11066344047458418
øEnA02,CPO093,8.73777777777778,4,1.0805,0.0652610143960389,0.03263050719801945,0.10384483707187044
øEnA02,CPO093,8.98777777777778,4,1.0895000000000001,0.06281454184077653,0.03140727092038827,0.09995195329963408
øEnA02,CPO093,9.23777777777778,4,1.09875,0.058942768852506384,0.029471384426253192,0.09379109847892528
øEnA02,CPO093,9.48777777777778,4,1.1092499999999998,0.05473801238627507,0.027369006193137535,0.08710039263863746
øEnA02,CPO093,9.73777777777778,4,1.11825,0.0511818652779804,0.0255909326389902,0.0814417690257186
øEnA02,CPO093,9.98777777777778,4,1.1280000000000001,0.04756749590494196,0.02378374795247098,0.07569050079714022
øEnA02,CPO093,10.2377777777778,4,1.137,0.044324560535516463,0.022162280267758232,0.0705302669547892
øEnA02,CPO093,10.4877777777778,4,1.1465,0.04321650919112591,0.021608254595562953,0.06876711000127902
øEnA02,CPO093,10.7377777777778,4,1.156,0.04133602141796752,0.02066801070898376,0.06577483431836947
øEnA02,CPO093,10.9877777777778,4,1.1635,0.03947573094109,0.019737865470545,0.06281469704092281
øEnA02,CPO093,11.2377777777778,4,1.172,0.038201221620955274,0.019100610810477637,0.0607866683024666
øEnA02,CPO093,11.4877777777778,4,1.1797499999999999,0.03766851027936555,0.018834255139682773,0.059939005682054125
øEnA02,CPO093,11.7377777777778,4,1.1864999999999999,0.03641885958309699,0.018209429791548496,0.05795053256143659
øEnA02,CPO093,11.9877777777778,4,1.194,0.03715732319027658,0.01857866159513829,0.05912559295056417
øEnA02,CPO093,12.2377777777778,4,1.20075,0.035957150424730105,0.017978575212365053,0.057215850258856414
øEnA02,CPO093,12.4877777777778,4,1.206,0.03582364210034107,0.017911821050170536,0.057003408722018166
øEnA02,CPO093,12.7377777777778,4,1.2117499999999999,0.03584573428828962,0.01792286714414481,0.057038562322974405
øEnA02,CPO093,12.9877777777778,4,1.21825,0.03578989615333722,0.01789494807666861,0.05694971138983781
øEnA02,CPO093,13.2377777777778,4,1.2255,0.03684652855652304,0.01842326427826152,0.058631049333618686
øEnA02,CPO093,13.4877777777778,4,1.231,0.03704951641609736,0.01852475820804868,0.05895404831547856
øEnA02,CPO093,13.7377777777778,4,1.2375,0.0374922214154705,0.01874611070773525,0.059658490760271396
øEnA02,CPO093,13.9877777777778,4,1.24275,0.0379506258182918,0.0189753129091459,0.06038791445931361
øEnA02,CPO093,14.2377777777778,4,1.248,0.03851406669430446,0.01925703334715223,0.06128447462636977
øEnA02,CPO093,14.4877777777778,4,1.2530000000000001,0.037727090178455734,0.018863545089227867,0.060032219373765856
øEnA02,CPO093,14.7377777777778,4,1.25875,0.03785388575386502,0.01892694287693251,0.06023397942900966
øEnA02,CPO093,14.9877777777778,4,1.2635,0.03943348830626069,0.019716744153130347,0.06274747958235381
øEnA02,CPO093,15.2377777777778,4,1.26775,0.03931390763245665,0.019656953816228326,0.06255720004558832
øEnA02,CPO093,15.4877777777778,4,1.27375,0.039794262568030196,0.019897131284015098,0.06332155194055873
øEnA02,CPO093,15.7377777777778,4,1.278,0.03911521443121589,0.019557607215607946,0.06224103482350149
